filename_prompt,prompt,pairwise score,holistic_score,Word_Count,WN_Zscore_CW,error_count,error_count_normed,KF_Ncats_CW,adjacent_overlap_2_noun_para_div_seg,PLD_CW,OLDF,basic_ncontent_tokens,LD_Mean_RT,COCA_fiction_Frequency_CW,adjacent_overlap_2_pronoun_para,aoe_index_above_threshold_40,Phono_N_H,lexical_density_types,OG_N_CW,COCA_fiction_tri_prop_10k,misspelling,misspelling_normed,VP_T,adjacent_overlap_2_noun_para,COCA_Fiction_Bigram_Range_Log,McD_CD,lexical_density_tokens,COCA_spoken_bi_prop_50k,adjacent_overlap_2_verb_sent_div_seg,lsa_2_all_sent,adjacent_overlap_binary_2_adv_para,adjacent_overlap_all_sent_div_seg,COCA_spoken_Bigram_Range,adjacent_overlap_binary_argument_para,syn_overlap_sent_verb,error_count_z,OLDF_z,basic_ncontent_tokens_z,VP_T_z,adjacent_overlap_2_noun_para_z,PLD_CW_z,adjacent_overlap_binary_argument_para_z,error_count_normed_z
2_WPS5_A2_234_Competition_and_Cooperation.txt,competition,-0.33462,4,325,-0.534606742,1,0.307692308,13.38011696,8,1.744674556,8.547179487,140,620.8336137,871.1500678,1,2.842519685,20.3894081,0.544715447,4.814606742,0.068111455,0,0,2.80952381,0.64,-1.302431578,0.873713816,0.462046205,0.530864198,0.882352941,0.764748812,1,3.388888889,0.134384089,1,0.888888889,-0.655646375,1.082422717,0.749335594,0.094918489,1.660971379,-0.287478814,0.52786369,-0.684380455
2_WPS5_A2_243_Competition_and_Cooperation.txt,competition,0.78469,3,267,-0.454411765,1,0.374531835,12.64779874,8,1.94704142,8.212631579,127,630.7498876,708.2843872,0.25,2.948148148,18.41947566,0.672131148,2.447058824,0.052830189,0,0,4.555555556,0.5,-1.449266869,0.976206478,0.508,0.511278195,1.285714286,0.707050858,1,6.125,0.106831072,1,1.625,-0.655646375,-1.768114149,0.253150048,1.785258821,1.013364033,1.125239515,0.52786369,-0.65148084
2_WPS5_A2_248_Competition_and_Cooperation.txt,competition,0.1746,4,235,-0.505909091,0,0,13.19083969,3,1.743939394,8.402918455,96,624.2639056,840.1773548,0.555555556,2.438202247,20.26068376,0.544,3.706766917,0.064377682,0,0,2.333333333,0.333333333,-1.372210852,0.800298643,0.432432432,0.602564103,0.583333333,0.722600436,0.5,2.461538462,0.120081252,1,0.769230769,-0.832608959,-0.146762641,-0.930061637,-0.36608342,0.242402907,-0.292610963,0.52786369,-0.835832128
2_WPS5_A2_275_Competition_and_Cooperation.txt,competition,2.13261,4,247,-0.43919708,0,0,12.23664122,4,2.104744526,8.310778689,107,625.8127049,754.9459113,0,2.878787879,15.55327869,0.692982456,2.540145985,0.065306122,0,0,1.8125,0.285714286,-1.329659441,0.767949367,0.488584475,0.556910569,0.214285714,0.665598895,1,3.266666667,0.144610856,1,0.133333333,-0.832608959,-0.931845415,-0.510212329,-0.870304257,0.022128303,2.226161197,0.52786369,-0.835832128
2_WPS5_B1_109_Images_and_Impressions.txt,image,-0.19154,3.5,255,-0.505642857,3,1.176470588,12.26277372,1.666666667,1.797727273,8.366115702,117,624.53344,692.9351012,0.545454545,2.081818182,18.192,0.688888889,3.142857143,0.023715415,3,1.176470588,3.076923077,0.119047619,-1.354924936,0.716591489,0.493670886,0.496062992,0.25,0.581850326,0.333333333,3.307692308,0.122132805,0.75,0.307692308,-0.301721206,-0.460342854,-0.12853114,0.353788792,-0.748832824,0.082880959,-0.130252079,-0.256752199
2_WPS5_B1_139_Images_and_Impressions.txt,image,-0.20928,3,239,-0.535071429,4,1.673640167,13.02222222,6.5,1.796402878,8.344978903,106,634.4839496,1031.589695,1,2.490384615,19.70588235,0.587628866,3.942857143,0.05907173,1,0.418410042,2.727272727,0.565217391,-1.352343972,0.830909483,0.460869565,0.550420168,0.333333333,0.701159849,0.5,3.7,0.131895422,1,0.8,-0.124758622,-0.640440303,-0.548380448,0.015290886,1.315044472,0.073635388,0.52786369,-0.012036414
2_WPS5_B1_152_Images_and_Impressions.txt,image,0.45307,3.5,342,-0.568695652,0,0,13.74585635,3.666666667,1.550815217,8.513244838,147,610.4483481,932.4456548,0.714285714,1.892561983,22.95280236,0.626086957,4.494565217,0.061764706,0,0,2.772727273,0.379310345,-1.344076046,0.623984894,0.455108359,0.66568915,0.526315789,0.742063128,1,3.2,0.116690225,1,0.5,-0.832608959,0.793280368,1.016512426,0.059295614,0.45508184,-1.64080631,0.52786369,-0.835832128
2_WPS5_B1_174_Images_and_Impressions.txt,image,-1.1341,2.5,213,-0.50768595,4,1.877934272,13.28813559,0,1.598319328,8.559095238,83,615.486934,893.1603996,0,1.865853659,21.40566038,0.52173913,4.404958678,0.052132701,1,0.469483568,3.888888889,0,-1.290341889,0.762834951,0.412935323,0.66509434,1.8,0.83857986,0,6.5,0.132236977,0,2.5,-0.124758622,1.183951637,-1.426247182,1.139856148,-1.299519342,-1.309181226,-2.104599387,0.08852081
2_WPS5_B1_197_Images_and_Impressions.txt,image,1.10266,4.5,283,-0.525443787,1,0.35335689,13.32335329,7,1.994047619,8.198333333,128,622.855371,881.6190546,1,2.552845528,17.64310954,0.634146341,2.792899408,0.039145907,1,0.35335689,3.25,0.583333333,-1.386112891,0.732637681,0.474074074,0.581560284,0.363636364,0.705622474,1,4.166666667,0.119623772,1,1,-0.655646375,-1.889943269,0.291318167,0.521345254,1.398844594,1.453388687,0.52786369,-0.661903528
2_WPS5_B1_235_Images_and_Impressions.txt,image,0.46977,4.5,242,-0.389615385,4,1.652892562,10.51351351,8,2.146688742,8.071538462,120,654.4182008,533.9515651,1,4.046511628,15.38016529,0.6875,1.874213836,0.0375,3,1.239669421,2.214285714,0.533333333,-1.418379597,0.982299539,0.530973451,0.377593361,0.454545455,0.688605104,0,3.583333333,0.102158504,1,0.75,-0.124758622,-2.970307085,-0.014026784,-0.481333897,1.167556257,2.518972785,0.52786369,-0.022248757
2_WPS5_B1_257_Images_and_Impressions.txt,image,-1.47323,3,364,-0.497696335,15,4.120879121,13.02197802,5.333333333,1.828609626,8.376470588,152,626.0895014,999.0417785,1,2.263157895,18.91412742,0.631205674,3.272251309,0.05801105,13,3.571428571,1.931034483,0.457142857,-1.304870146,1.036515942,0.45508982,0.561983471,0.333333333,0.721336757,0.666666667,2.12,0.146066037,1,0.16,1.821829805,-0.372113385,1.20735302,-0.755550549,0.815116886,0.29846994,0.52786369,1.192538502
2_WPS5_B2_108_Images_and_Impressions.txt,image,0.35472,5,355,-0.477714286,1,0.281690141,13.05555556,3.5,1.924879227,8.300632184,151,630.6692877,1026.032412,0.75,2.889705882,18.41761364,0.65060241,3.075829384,0.050991501,1,0.281690141,2.25,0.24137931,-1.347727179,0.914564815,0.444117647,0.528248588,0.571428571,0.674581216,1,3.2,0.13250062,1,0.466666667,-0.655646375,-1.018299361,1.169184901,-0.446758754,-0.182954955,0.970525766,0.52786369,-0.697179188
2_WPS5_B2_118_Images_and_Impressions.txt,image,-0.8181,3,346,-0.454188482,9,2.601156069,12.81564246,0,1.963421053,8.310860534,151,627.1919231,887.5413961,0,2.107913669,18.43529412,0.628742515,2.730569948,0.058139535,4,1.156069364,4.888888889,0,-1.380909363,0.805601246,0.452095808,0.527536232,1,0.683333214,0,8.375,0.117237888,0.5,1.75,0.760054299,-0.93114805,1.169184901,2.107960156,-1.299519342,1.239585349,-0.788367848,0.444503553
2_WPS5_B2_143_Images_and_Impressions.txt,image,0.8005,3,244,-0.496666667,5,2.049180328,12.61983471,4,2.016935484,8.329502075,103,622.2462963,603.8232495,0.714285714,2.285714286,15.89711934,0.637931034,2.26984127,0.090909091,2,0.819672131,2.545454545,0.228571429,-1.280075517,0.85842735,0.443965517,0.596707819,0.3,0.734125176,1,3.818181818,0.178364416,1,0.363636364,0.052203962,-0.772311606,-0.662884805,-0.160728024,-0.242201225,1.613168336,0.52786369,0.172811191
2_WPS5_B2_166_Images_and_Impressions.txt,image,0.11851,4,349,-0.516847291,2,0.573065903,13.1,4.333333333,1.75721393,8.430445104,151,627.2653982,869.182146,0.538461538,2.238095238,21.84705882,0.616438356,4.274509804,0.066282421,2,0.573065903,2.238095238,0.325,-1.269260559,0.841111446,0.4617737,0.574712644,0.428571429,0.694532113,0.666666667,3.466666667,0.149126619,1,0.533333333,-0.47868379,0.087779934,1.169184901,-0.458283801,0.203854852,-0.199941738,0.52786369,-0.55375881
2_WPS5_B2_176_Images_and_Impressions.txt,image,-2.18763,2.5,321,-0.552929936,22,6.853582555,13.58598726,4.5,1.501910828,8.726092715,130,623.1171854,967.6306409,0.555555556,1.57,23.00986842,0.612068966,5.440251572,0.094043887,16,4.984423676,11,0.375,-1.169292712,0.81614726,0.415335463,0.64375,3.25,0.789781184,1,12,0.175983659,1,12.8,3.060567894,2.60686433,0.367654405,8.024151316,0.43514319,-1.982206702,0.52786369,2.537624157
2_WPS5_B2_209_Images_and_Impressions.txt,image,-1.71951,2.5,267,-0.544685714,29,10.86142322,14.14367816,3.666666667,1.674285714,8.459924528,129,613.865283,1024.937804,0.875,1.672566372,21.5509434,0.64,4.474285714,0.056603774,5,1.872659176,1.863636364,0.366666667,-1.355366018,0.725479087,0.483146067,0.552631579,0.238095238,0.806948523,0.333333333,2.454545455,0.132711914,1,0.409090909,4.299305984,0.338961253,0.329486286,-0.820798938,0.396595135,-0.778861668,0.52786369,4.510355232
2_WPS5_B2_212_Images_and_Impressions.txt,image,-0.01037,2.5,227,-0.458794326,1,0.440528634,12.68656716,0,2.141428571,8.236133333,113,633.8057522,706.6196907,0,2.846846847,15.42477876,0.663716814,1.695035461,0.035555556,1,0.440528634,3.222222222,0,-1.439461204,0.899230415,0.523148148,0.438053097,1,0.752856035,0,5.375,0.120648313,0,0.5,-0.655646375,-1.56786595,-0.281203616,0.494453476,-1.299519342,2.482251655,-2.104599387,-0.618996032
2_WPS5_B2_233_Images_and_Impressions.txt,image,-1.29969,2.5,316,-0.595,24,7.594936709,13.81707317,0,1.45060241,8.701512027,108,608.8671821,1163.085273,0,1.21875,29.21917808,0.514285714,6.395209581,0.063694268,21,6.64556962,4.142857143,0,-1.243986554,0.636217241,0.373702422,0.66031746,2.285714286,0.767321168,0,10,0.139468197,0,3,3.414493063,2.397423004,-0.47204421,1.385723833,-1.299519342,-2.340389564,-2.104599387,2.902531971
2_WPS5_B2_236_Images_and_Impressions.txt,image,1.09745,5,382,-0.449709544,5,1.308900524,11.94323144,7,2.137288136,8.263743169,191,639.6302965,592.6914666,0.888888889,3.296703297,16.59408602,0.703703704,2.561983471,0.026315789,4,1.047120419,2.619047619,0.451612903,-1.417853,0.884158774,0.542613636,0.396325459,0.166666667,0.800961949,0.5,2.421052632,0.098504076,1,0.315789474,0.052203962,-1.332614575,2.695909656,-0.089482274,0.789536609,2.453347375,0.52786369,-0.191567809
2_WPS5_B2_263_Images_and_Impressions.txt,image,0.39592,4.5,342,-0.456634615,5,1.461988304,12.17821782,5,1.935960591,8.379136905,156,637.6611437,749.3857078,0.692307692,2.878378378,18.85630499,0.658385093,3.528846154,0.05,3,0.877192982,2,0.303030303,-1.375044255,0.765818182,0.495238095,0.501466276,0.3,0.677150789,1,2.285714286,0.118025582,1,0.19047619,0.052203962,-0.34939486,1.360025496,-0.688784756,0.102228158,1.047884508,0.52786369,-0.116215258
3_WPS5_A1_142_Competition_and_Cooperation.txt,competition,-1.32496,2.5,298,-0.485933333,9,3.020134228,13.22916667,0,1.758163265,8.703583618,107,617.8915878,1355.295053,0,1.849462366,26.02013423,0.542168675,4.796052632,0.165540541,7,2.348993289,6.888888889,0,-0.998137046,0.784382759,0.365187713,0.686868687,2.833333333,0.822213426,0,9.142857143,0.209988366,0,5.142857143,0.760054299,2.415074128,-0.510212329,4.044168172,-1.299519342,-0.193314453,-2.104599387,0.650732119
3_WPS5_A1_185_Competition_and_Cooperation.txt,competition,-0.01328,3.5,299,-0.373734177,10,3.344481605,12.16666667,4.5,2.136942675,8.362535211,114,634.5146316,786.9114211,0.833333333,3.81981982,17.47552448,0.613636364,2.188679245,0.04040404,10,3.344481605,1.833333333,0.321428571,-1.378132613,0.9326121,0.431818182,0.463087248,0.066666667,0.680804607,0.5,2.25,0.135474901,0.666666667,0.125,0.937016884,-0.490850656,-0.243035497,-0.850135424,0.187334255,2.45093572,-0.349624001,0.810381717
3_WPS5_A1_215_Competition_and_Cooperation.txt,competition,-0.04321,3,290,-0.530391061,11,3.793103448,13.76436782,3.666666667,1.705586592,8.477241379,128,613.2770345,1112.051533,0.636363636,1.327433628,23.93793103,0.628099174,5.156424581,0.076388889,2,0.689655172,2.458333333,0.314285714,-1.259624617,0.693173145,0.468864469,0.598615917,0.3,0.682133873,0.666666667,1.761904762,0.152524401,1,0.571428571,1.113979468,0.486510591,0.291318167,-0.245070419,0.154293064,-0.560350973,0.52786369,1.031201436
3_WPS5_A1_224_Competition_and_Cooperation.txt,competition,-1.08522,3.5,311,-0.527005988,17,5.466237942,13.60126582,9,1.711077844,8.462583893,132,616.522953,1070.543259,0.75,1.651785714,21.15771812,0.572727273,4.023952096,0.064724919,15,4.823151125,3.117647059,0.5625,-1.266684869,0.835224138,0.459930314,0.54516129,0.916666667,0.797583226,1,4,0.138473472,1,1.923076923,2.175754973,0.361620543,0.443990643,0.393213842,1.302474455,-0.522016672,0.52786369,1.85474825
3_WPS5_A1_230_Competition_and_Cooperation.txt,competition,0.3984,3.5,356,-0.499271845,10,2.808988764,13.30569948,7,1.722029703,8.488411765,141,618.9028198,995.0929496,0.6,1.112,21.5433526,0.620437956,4.067307692,0.033898305,7,1.966292135,2.035714286,0.4,-1.366217382,0.918114458,0.431192661,0.552112676,0.266666667,0.631374371,0,3.5,0.119277385,1,0.6875,0.937016884,0.58168858,0.787503713,-0.654209612,0.550787358,-0.445562001,0.52786369,0.546802534
3_WPS5_A1_247_Competition_and_Cooperation.txt,competition,0.53477,3,248,-0.513609023,4,1.612903226,13.02380952,0,1.632061069,8.524024896,104,619.0397119,821.6445435,0.444444444,1.402061856,24.02040816,0.680672269,4.162962963,0.101626016,2,0.806451613,2.538461538,0,-1.297645419,0.785508547,0.446351931,0.5951417,0.454545455,0.655982715,1,3.333333333,0.148380339,1,0.833333333,-0.124758622,0.885132542,-0.624716686,-0.167497982,-1.299519342,-1.073630924,0.52786369,-0.041932226
3_WPS5_A1_269_Competition_and_Cooperation.txt,competition,-0.94813,3.5,188,-0.404,7,3.723404255,12.43678161,0,1.932631579,8.407868852,76,622.2783607,914.8906189,0,1.9375,21.86885246,0.506024096,3.663157895,0.043010753,7,3.723404255,2.428571429,0,-1.335171071,0.861977528,0.444444444,0.524064171,1.777777778,0.615405223,0,3.9,0.130277263,0,1.4,0.406129131,-0.104582466,-1.693424014,-0.273883037,-1.299519342,1.024644753,-2.104599387,0.996894243
3_WPS5_A2_129_Competition_and_Cooperation.txt,competition,-0.61602,3.5,231,-0.496769231,0,0,13.66942149,0,1.714285714,8.449823009,103,617.986,771.5196105,0,1.86746988,22.73913043,0.591836735,4.469230769,0.087336245,0,0,3.4,0,-1.216731864,0.740682028,0.472477064,0.613043478,1.6,0.718919355,0,4.272727273,0.152280613,0,2.818181818,-0.832608959,0.252890614,-0.662884805,0.666560856,-1.299519342,-0.499622607,-2.104599387,-0.835832128
3_WPS5_A2_136_Competition_and_Cooperation.txt,competition,-0.74041,3.5,216,-0.448813559,5,2.314814815,12.87850467,2,1.863247863,8.332676056,97,623.7828037,745.3302533,0.625,2.3625,22.17757009,0.574712644,3.584745763,0.051401869,0,0,3.833333333,0.3,-1.239723136,0.721419512,0.48019802,0.51627907,2.333333333,0.701532258,1,7.285714286,0.153949452,1,3.428571429,0.052203962,-0.745267498,-0.891893518,1.086072592,0.088210683,0.54027866,0.52786369,0.303561251
3_WPS5_A2_150_Competition_and_Cooperation.txt,competition,-1.17117,2.5,234,-0.477741935,8,3.418803419,13.47706422,3,1.755357143,8.525294118,84,623.6228326,1362.446487,1,1.52,24.98712446,0.533333333,3.967741935,0.060344828,4,1.709401709,2.578947368,1,-1.211189599,0.78055814,0.398104265,0.566523605,0.857142857,0.659060212,1,3.4,0.15019582,1,0.733333333,0.583091715,0.89594703,-1.388079063,-0.128303488,3.326247409,-0.212903925,0.52786369,0.846964247
3_WPS5_A2_210_Competition_and_Cooperation.txt,competition,-1.83708,2.5,274,-0.465642857,13,4.744525547,13.76190476,0,1.71459854,8.468921933,98,626.1623529,1248.991021,0,1.892857143,21.75735294,0.483870968,3.25,0.106617647,5,1.824817518,3.266666667,0,-1.272040663,0.726928287,0.365671642,0.626373626,1,0.684613879,0,4.6,0.137461985,0,0.8,1.467904636,0.415624219,-0.853725399,0.537480321,-1.299519342,-0.497438776,-2.104599387,1.499508461
3_WPS5_B1_103_Images_and_Impressions.txt,image,-0.59686,3.5,181,-0.544380952,0,0,13.62745098,4,1.705339806,8.390282486,79,617.5291061,985.9801005,0.333333333,2.545454545,19.41340782,0.539473684,3.523809524,0.022346369,0,0,2.153846154,0.666666667,-1.474699652,0.78800565,0.470238095,0.627777778,1,0.767946936,1,2.727272727,0.106789259,1,0.636363636,-0.832608959,-0.254428224,-1.578919658,-0.539845677,1.78432516,-0.562073781,0.52786369,-0.835832128
3_WPS5_B1_122_Images_and_Impressions.txt,image,-0.78116,3,290,-0.487030303,2,0.689655172,12.52469136,5.666666667,1.784756098,8.373074205,126,622.7688732,891.2508293,0.5,2.471544715,19,0.663793103,3.766467066,0.086805556,1,0.344827586,2.352941176,0.548387097,-1.307596488,0.795541818,0.477272727,0.605536332,0.428571429,0.727135335,1,4,0.147393477,1,0.666666667,-0.47868379,-0.401052483,0.21498193,-0.347100988,1.237191458,-0.00767051,0.52786369,-0.496371481
3_WPS5_B1_127_Images_and_Impressions.txt,image,-1.5767,2,300,-0.546385542,13,4.333333333,13.16049383,0,1.642857143,8.371850534,111,613.0282517,954.2297503,0,1.669354839,20.41522491,0.572580645,4.017751479,0.053691275,6,2,2.19047619,0,-1.341294065,0.737728571,0.43359375,0.555183946,0.25,0.660026136,0,2.117647059,0.131984285,1,0.470588235,1.467904636,-0.41147885,-0.357539854,-0.504383993,-1.299519342,-0.998263785,0.52786369,1.297112277
3_WPS5_B1_146_Images_and_Impressions.txt,image,0.68111,3.5,330,-0.498555556,5,1.515151515,13.29479769,4,1.813583815,8.375534591,149,621.1268923,734.6723451,1,1.604316547,18.75766871,0.666666667,3.585635359,0.036585366,4,1.212121212,2.8,0.4,-1.434747417,0.804945338,0.476038339,0.537993921,1.454545455,0.730524995,1,7.166666667,0.115735487,1,1.5,0.052203962,-0.380088607,1.092848664,0.085698451,0.550787358,0.193575106,0.52786369,-0.090047371
3_WPS5_B1_155_Images_and_Impressions.txt,image,-0.67181,3.5,327,-0.562967033,2,0.611620795,13.58959538,4.333333333,1.774418605,8.523142857,123,624.5570769,1052.359417,0.75,2.042735043,19.53680982,0.609090909,3.852459016,0.095384615,1,0.305810398,2.7,0.382352941,-1.254880739,0.74274359,0.411371237,0.588957055,0.631578947,0.768457415,1,4.15,0.157405256,1,0.55,-0.47868379,0.877617073,0.100477573,-0.01111195,0.46915618,-0.079836306,0.52786369,-0.534781401
3_WPS5_B1_168_Images_and_Impressions.txt,image,0.95634,3.5,382,-0.545409091,3,0.785340314,13.54545455,8,1.775837321,8.391455526,171,620.1475654,1254.026202,0.875,1.503355705,18.64921466,0.598290598,3.504545455,0.026315789,1,0.261780105,2.52,0.615384615,-1.525034202,0.860740437,0.480337079,0.57480315,0.47826087,0.737264406,1,2.75,0.094354144,1,0.333333333,-0.301721206,-0.244433261,1.932547279,-0.185370671,1.547106349,-0.069932283,0.52786369,-0.449273537
3_WPS5_B1_198_Images_and_Impressions.txt,image,0.35655,4,269,-0.498322148,18,6.691449814,12.55704698,4.333333333,1.846644295,8.32746988,116,629.7840161,812.7987087,0.75,2.737288136,17.6184739,0.606382979,3.577181208,0.029962547,15,5.576208178,1.8,0.393939394,-1.357436099,0.864489796,0.506550218,0.51119403,0.380952381,0.709528077,0.666666667,1.681818182,0.130922921,1,0.227272727,2.352717557,-0.789627054,-0.166699259,-0.882405557,0.522752409,0.424369541,0.52786369,2.457819513
3_WPS5_B1_208_Images_and_Impressions.txt,image,0.29563,3.5,256,-0.468482759,0,0,12.45714286,2,1.82027972,8.463833992,98,628.0857647,1498.243712,0.666666667,2.643564356,18.43529412,0.625,3.524137931,0.12992126,0,0,2.238095238,0.2,-1.131930574,0.756101626,0.426086957,0.580392157,0.533333333,0.725790699,1,2.8125,0.183459125,1,0.5,-0.832608959,0.372272092,-0.853725399,-0.458283801,-0.374365992,0.240319062,0.52786369,-0.835832128
3_WPS5_B1_225_Images_and_Impressions.txt,image,-1.41134,3,308,-0.477848101,23,7.467532468,12.38410596,0,1.934516129,8.367068966,125,631.8960068,779.2578509,0,2.578125,16.06143345,0.650406504,2.088607595,0.052287582,10,3.246753247,3.846153846,0,-1.303328871,0.891957295,0.478927203,0.543973941,0.384615385,0.680781085,0,3,0.150584202,0,0.285714286,3.237530479,-0.452220507,0.176813811,1.098484182,-1.299519342,1.037800752,-2.104599387,2.839821318
3_WPS5_B1_267_Images_and_Impressions.txt,image,-0.88726,3,376,-0.529537037,5,1.329787234,13.64319249,0,1.662383178,8.445474255,161,615.5681132,1063.622071,0,2.1,21.99193548,0.631578947,4.668202765,0.090909091,1,0.265957447,3.761904762,0,-1.227215702,0.693684066,0.457386364,0.586666667,1.1875,0.783710599,0,5,0.146134781,0,2.647058824,0.052203962,0.215836777,1.55086609,1.016922306,-1.299519342,-0.861952993,-2.104599387,-0.181286996
3_WPS5_B2_140_Images_and_Impressions.txt,image,0.70714,3.5,207,-0.473833333,1,0.483091787,12.33898305,2,1.98559322,8.342906404,91,626.1430732,836.2756065,1,2.263736264,17.83902439,0.640776699,2.625,0.058536585,0,0,1.875,0.117647059,-1.323275964,0.851653465,0.473958333,0.572815534,0.454545455,0.685828419,1,3.5,0.1427754,1,0.333333333,-0.655646375,-0.658099163,-1.120902231,-0.809797757,-0.755311488,1.394368726,0.52786369,-0.598045684
3_WPS5_B2_153_Images_and_Impressions.txt,image,-0.88021,3,186,-0.558585859,3,1.612903226,13.49494949,4,1.675757576,8.522582418,75,613.7648352,1076.925117,0.75,1.671875,21.40217391,0.525773196,4.495049505,0.059782609,1,0.537634409,2.785714286,0.666666667,-1.275109416,0.794960894,0.438596491,0.589189189,0.727272727,0.69827465,1,2.75,0.152365372,1,1.166666667,-0.301721206,0.872841816,-1.731592133,0.071868394,1.78432516,-0.768586634,0.52786369,-0.041932226
3_WPS5_B2_192_Images_and_Impressions.txt,image,-0.24618,3,216,-0.512868852,4,1.851851852,13.67213115,0,1.673140496,8.54228972,96,630.7502326,939.6284963,0,2.081395349,21.80930233,0.536231884,4.286885246,0.056074766,1,0.462962963,3.5,0,-1.28324269,0.842258216,0.463768116,0.63255814,1.8,0.894082816,0,8.666666667,0.149928204,1,2.333333333,-0.124758622,1.040759145,-0.930061637,0.763371256,-1.299519342,-0.786856408,0.52786369,0.075682575
3_WPS5_B2_211_Images_and_Impressions.txt,image,-1.87695,3,263,-0.533623188,14,5.323193916,13.16793893,0,1.656818182,8.515992063,97,623.4809302,1136.030519,0,1.597826087,21.78294574,0.514285714,4.260869565,0.042145594,3,1.140684411,5.375,0,-1.330125603,0.692418327,0.404166667,0.633587786,2.333333333,0.85635366,0,9.75,0.111843771,1,5.75,1.644867221,0.816688275,-0.891893518,2.578566271,-1.299519342,-0.900802099,0.52786369,1.784339414
3_WPS5_B2_238_Images_and_Impressions.txt,image,-0.8382,2.5,228,-0.553900709,5,2.192982456,13.36428571,1.5,1.589051095,8.495133929,91,618.5987281,1038.933661,0.75,1.264367816,24.59649123,0.523364486,4.985815603,0.084070796,1,0.438596491,1.5,0.3,-1.338626467,0.728981651,0.435406699,0.63876652,0.25,0.695723271,0.5,1.647058824,0.152910729,1,0.176470588,0.052203962,0.638965209,-1.120902231,-1.172836759,0.088210683,-1.373882543,0.52786369,0.243593178
3_WPS5_B2_261_Images_and_Impressions.txt,image,0.23412,4,298,-0.518224852,1,0.33557047,12.88343558,3,1.871341463,8.496245734,128,620.8064765,1118.481061,1,2.488372093,21.60402685,0.712121212,3.325443787,0.067567568,0,0,3.055555556,0.375,-1.248038073,0.812222222,0.457142857,0.612794613,0.466666667,0.738855971,1,4.1875,0.149077335,1,0.3125,-0.655646375,0.648438414,0.291318167,0.333102809,0.43514319,0.596779892,0.52786369,-0.670658323
3_WPS5_B2_266_Images_and_Impressions.txt,image,-0.70808,3.5,271,-0.52971223,18,6.642066421,13.37956204,2.333333333,1.637410072,8.573492063,109,612.0284921,843.6159727,0.75,1.739583333,21.65873016,0.589285714,3.323741007,0.044609665,18,6.642066421,3.384615385,0.189189189,-1.309905163,0.78156,0.456066946,0.544444444,1.666666667,0.692486036,0,4.8,0.145515418,1,1.5,2.352717557,1.306620706,-0.433876091,0.651666948,-0.424374282,-1.03628966,0.52786369,2.433512121
3_WPS5_B2_272_Images_and_Impressions.txt,image,1.18858,5,388,-0.501391304,2,0.515463918,12.95111111,9.5,1.784279476,8.327298701,169,622.618342,892.6847187,1,2.791907514,20.87564767,0.641891892,4.013043478,0.051813472,2,0.515463918,2.36,0.612903226,-1.330240983,0.766667546,0.464285714,0.596899225,0.619047619,0.679156937,0.5,3.181818182,0.13670069,1,0.727272727,-0.47868379,-0.791085596,1.856211041,-0.340267313,1.535628022,-0.010997797,0.52786369,-0.582111541
3_WPS5_B5_164_Images_and_Impressions.txt,image,-1.73649,2,280,-0.54962963,5,1.785714286,13.64556962,0,1.635947712,8.542808989,115,619.946087,1200.191245,0,1.1875,21.62815884,0.575,4.085889571,0.086330935,2,0.714285714,10.75,0,-1.257825161,0.664257692,0.422794118,0.58781362,1.5,0.80741802,0,5.666666667,0.139280514,0,1.666666667,0.052203962,1.045183609,-0.204867378,7.782125314,-1.299519342,-1.04649836,-2.104599387,0.043128478
A10U3R76C454PP_CC.txt,competition,-0.48572,2.5,282,-0.366744186,1,0.354609929,11.63870968,1.090909091,2.429069767,8.096,157,641.8131786,425.989976,0.583333333,3.274074074,13.52142857,0.773972603,1.802325581,0.028571429,0,0,2.333333333,0.144578313,-1.564094973,1.035026515,0.585820896,0.444839858,0.384615385,0.705687309,0,3,0.093313033,0.333333333,0.285714286,-0.655646375,-2.761880984,1.398193615,-0.36608342,-0.630733789,4.490268094,-1.227111695,-0.66128676
A120PN22KW0VPY_CC.txt,competition,-0.7108,2.5,291,-0.495117647,2,0.687285223,13.01840491,1.875,1.827300614,8.463202847,138,619.5738889,1025.053336,0.619047619,1.774193548,18.67128028,0.678321678,2.865497076,0.055363322,1,0.343642612,2.227272727,0.254237288,-1.366947078,0.80117029,0.532818533,0.565517241,0.222222222,0.630580563,0.375,2.578947368,0.095644507,0.666666667,0.315789474,-0.47868379,0.36689438,0.672999356,-0.468761118,-0.123476948,0.289331758,-0.349624001,-0.497538012
A13CXQGLSH6QY8_CC.txt,competition,1.15463,5,367,-0.469045226,1,0.272479564,13.61413043,2.25,1.902040816,8.632132964,131,622.626044,1240.288078,0.875,2.5703125,21.70604396,0.6,3.708542714,0.087671233,0,0,2.52,0.272727273,-1.167417946,0.812696275,0.392215569,0.663934426,0.444444444,0.724817223,0.5,3.578947368,0.15160971,1,0.842105263,-0.655646375,1.806274256,0.405822524,-0.185370671,-0.03794659,0.811091354,0.52786369,-0.701712799
